Word	uniqueID	Example image	Bigram	Percent_known	Rank (combining COCA/concreteness)	Concreteness (M)	COCA word freq (online)	COCA word freq	COCA (dispersion)	COCA (rank)	BNC freq	SUBTLEX freq	Dominant Part of Speech	Bottom-up Category (Human Raters)	Top-down Category (WordNet)	Top-down Category (manual selection)	All Bottom-up Categories	WordNet Synonyms	WordNet ID	Wordnet ID2	Wordnet ID3	Wordnet ID4	"Definition (from WordNet, Google, or Wikipedia)"	Number of word meanings in list
polar bear	polar_bear	https://imgur.com/XveN6Q8	1	1	7651	5	633					0	#N/A	animal	animal	animal	animal	"ice_bear, polar_bear, Ursus_Maritimus, Thalarctos_maritimus"	n02134084	polar_bear%1:05:00::	polar_bear#1	polar_bear.n.01	white bear of Arctic regions	1
polaroid	polaroid	https://imgur.com/LOjti87	0	1	9683	4.73	782					73	#N/A				photography	Polaroid	n03976268	polaroid%1:06:00::	Polaroid#1	Polaroid.n.01	(trade mark) a plastic film that can polarize a beam of light; often used in sunglasses to eliminate glare	1
pole	pole	https://imgur.com/nnWaLJf	0	1	4994	4.66	8405	11446	0.95	2806	1353	642	Noun				"post, structure"	pole	n03976657	pole%1:06:00::	pole#1	pole.n.01	a long (usually round) rod of wood or metal or plastic	1
police car	police_car	https://imgur.com/vncH3gX	1	1	6289	4.96	1129					0	#N/A	vehicle	"container, vehicle"	vehicle	"emergency vehicle, vehicle"	"cruiser, police_cruiser, patrol_car, police_car, prowl_car, squad_car"	n03141065	police_car%1:06:00::	police_car#1	police_car.n.01	a car in which policemen cruise the streets; equipped with radiotelephonic communications to headquarters	1
polisher	polisher	https://imgur.com/MXIVpWW	0	0.96	21079	4.19	54	59	0.79	41266		5	Noun	tool	tool	tool	tool	"buffer, polisher"	n02911332	polisher%1:06:00::	polisher#1	polisher.n.01	a power tool used to buff surfaces	1
polo shirt	polo_shirt	https://imgur.com/ibiYgHj	1	0.96	10734	4.85	391					0	#N/A	clothing	clothing	clothing	clothing	"polo_shirt, sport_shirt"	n03978966	polo_shirt%1:06:00::	polo_shirt#1	polo_shirt.n.01	a shirt with short sleeves designed for comfort and casual wear	1
polygraph	polygraph	https://imgur.com/jUyjxQ5	0	1	15315	4.03	861	734	0.83	15719		81	Noun			electronic device	"investigative tool, machine"	polygraph	n03979492	polygraph%1:06:00::	polygraph#1	polygraph.n.01	"a medical instrument that records several physiological processes simultaneously (e.g., pulse rate and blood pressure and respiration and perspiration)"	1
pom-pom	pom-pom	https://imgur.com/nfr9lTL	0	1	15219	4.68	43					7	Noun		decoration		craft supply	"pompon, pom-pom"	n03980734	pom-pom%1:06:01::	pom-pom#1	pom-pom.n.01	decoration consisting of a ball of tufted wool or silk; usually worn on a hat	1
pomegranate	pomegranate	https://imgur.com/gd5WMSH	0	1	8740	4.86	871	695	0.85	15988		13	Noun	fruit	fruit	"food, fruit"	fruit	pomegranate	n07768694	pomegranate%1:13:00::	pomegranate#2	pomegranate.n.02	large globular fruit having many seeds with juicy red pulp in a tough brownish-red rind	1
pony	pony	https://imgur.com/CKJyQd7	0	1	5212.5	4.9	2362	2114	0.9	8507	710	413	Noun	animal	animal	animal	animal	pony	n02382437	pony%1:05:01::	pony#5	pony.n.05	any of various breeds of small gentle horses usually less than five feet high at the shoulder	1
poodle	poodle	https://imgur.com/Q8wRCLo	0	1	8497.5	4.89	729	677	0.89	15815	97	145	Noun		animal	animal	dog	"poodle, poodle_dog"	n02113335	poodle%1:05:00::	poodle#1	poodle.n.01	an intelligent dog with a heavy curly solid-colored coat that is usually clipped; an old breed sometimes trained as sporting dogs or as performing dogs	1
pool table	pool_table	https://imgur.com/ujIWRW8	1	1	9843.5	4.88	464					0	#N/A	sports equipment	furniture		sports equipment	"pool_table, billiard_table, snooker_table"	n03982430	pool_table%1:06:00::	pool_table#1	pool_table.n.01	game equipment consisting of a heavy table on which pool is played	1
popcorn	popcorn	https://imgur.com/oL6Xs3s	0	1	4600	5	2716	1869	0.92	9017	82	465	Noun		food	food	snack	popcorn	n07732636	popcorn%1:13:00::	popcorn#2	popcorn.n.02	small kernels of corn exploded by heat	1
poppy	poppy	https://imgur.com/yPwx4Ia	0	1	9222	4.69	1801	1069	0.91	12389	267	202	Name		plant	"plant, food"	flower	poppy	n11900569	poppy%1:20:00::	poppy#1	poppy.n.01	annual or biennial or perennial herbs having showy flowers	1
popsicle	popsicle	https://imgur.com/TZWUAaW	0	1	10990	4.93	349	272	0.89	23665		82	Noun	dessert	"food, dessert"	"food, dessert"	"dessert, frozen dessert"	"ice_lolly, lolly, lollipop, popsicle"	n07615774	popsicle%1:13:00::	popsicle#1	popsicle.n.01	ice cream or water ice on a small wooden stick	1
porcupine	porcupine	https://imgur.com/km01DAN	0	1	9145.5	5	415	394	0.84	20857		33	Noun	animal	animal	animal	"animal, mammal"	"porcupine, hedgehog"	n02346627	porcupine%1:05:00::	porcupine#1	porcupine.n.01	relatively large rodents with sharp erectile bristles mingled with the fur	1
porthole	porthole	https://imgur.com/rbjxEgc	0	0.93	15306	4.31	335	408	0.85	20372	32	28	Noun				window	porthole	n03986562	porthole%1:06:00::	porthole#1	porthole.n.01	a window in a ship or airplane	1
possum	possum	https://imgur.com/0sY4t6Q	0	1	11903	4.73	559	390	0.85	20771	40	105	Noun	animal	animal	animal	"animal, marsupial"	"opossum, possum"	n01874928	possum%1:05:01::	possum#1	possum.n.01	nocturnal arboreal marsupial having a naked prehensile tail found from southern North America to northern South America	1
poster	poster	https://imgur.com/F3tCcdw	0	1	5590	4.66	5117	7069	0.96	3864	753	305	Noun			home decor	"decoration, art, wall art"	poster					a large printed picture used for decoration	1
pot	pot	https://imgur.com/OgWHvpH	0	1	3136	4.81	15802	15407	0.94	2249	2100	1149	Noun		"container, kitchen utensil"	container	cookware	pot	n03990474	pot%1:06:00::	pot#1	pot.n.01	metal or earthenware cooking vessel that is usually round and deep; often has a handle and lid	1
potato	potato	https://imgur.com/a1qGKvg	0	1	2767.5	4.85	8237	15561	0.93	2267		576	Noun	vegetable	"food, vegetable"	"food, vegetable"	vegetable	"potato, white_potato, Irish_potato, murphy, spud, tater"	n07710616	potato%1:13:00::	potato#1	potato.n.01	an edible tuber native to South America; a staple food of Ireland	1
potholder	potholder	https://imgur.com/RqrithJ	0	1	18752.5	4.55	36	48	0.82	43383		0	#N/A				kitchen accessory	potholder	n03992115	potholder%1:06:00::	potholder#1	potholder.n.01	an insulated pad for holding hot pots	1
pothole	pothole	https://imgur.com/D1DD1EC	0	1	8848.5	4.81	356	795	0.92	14405	38	25	Noun				road damage	"pothole, chuckhole"	n09398076	pothole%1:17:00::	pothole#1	pothole.n.01	a pit or hole produced by wear or weathering (especially in a road surface)	1
potpie	potpie	https://imgur.com/IHkSxRQ	0	1	16296.5	4.85	84	33	0.75	49694		10	Noun	food	food	food	food	potpie	n07875152	potpie%1:13:00::	potpie#1	potpie.n.01	deep-dish meat and vegetable pie or a meat stew with dumplings	1
potpourri	potpourri	https://imgur.com/MTC2WNr	0	0.97	14415.5	4.59	318	278	0.92	23220		24	Noun	home decor		home decor	"air freshener, fragrance, home decor"	potpourri	n03992325	potpourri%1:06:00::	potpourri#3	potpourri.n.03	a jar of mixed flower petals and spices used as perfume	1
powder	powder	https://imgur.com/pucq4Uh	0	1	4175.5	4.76	12748	9639	0.9	3281	1356	818	Noun				ground substance	"powder, pulverization, pulverisation"	n14997012	powder%1:27:00::	powder#1	powder.n.01	a solid substance in the form of tiny loose particles; a solid that has been pulverized	1
power line	power_line	https://imgur.com/7F1Y1ry	1	1	11534	4.86	293					0	#N/A				electrical infrastructure	"power_line, power_cable"	n03995535	power_line%1:06:00::	power_line#1	power_line.n.01	cable used to distribute electricity	1
praying mantis	praying_mantis	https://imgur.com/L5ZotSB	1	1	13899.5	4.93	86					0	#N/A	insect	"animal, insect"	"animal, insect"	insect	"praying_mantis, praying_mantid, Mantis_religioso"	n02236241	praying_mantis%1:05:00::	praying_mantis#1	praying_mantis.n.01	the common mantis	1
pretzel	pretzel	https://imgur.com/40HrMqx	0	1	10375.5	4.74	392	616	0.91	16450	3	102	Noun	food	food	food	"food, snack"	pretzel	n07695742	pretzel%1:13:00::	pretzel#1	pretzel.n.01	glazed and salted cracker typically in the shape of a loose knot	1
printer	printer	https://imgur.com/Bu4sHIS	0	1	6428.5	4.67	3355	3964	0.88	5950	1664	107	Noun			electronic device	"office equipment, computer accessory"	"printer, printing_machine"	n04004475	printer%1:06:00::	printer#3	printer.n.03	a machine that prints	1
prism	prism	https://imgur.com/ONEpQth	0	1	11490.5	4.47	1095	950	0.88	13480	80	41	Name				"scientific equipment, light refraction device"	"prism, optical_prism"	n04005340	prism%1:06:00::	prism#2	prism.n.02	optical device having a triangular shape and made of glass or quartz; used to deviate a beam or invert an image	1
projector	projector	https://imgur.com/FxbOOTO	0	1	8863	4.64	1346	1446	0.9	10535		62	Noun	electronic device		electronic device	"audio visual equipment, electronic device"	projector	n04009552	projector%1:06:00::	projector#2	projector.n.02	an optical instrument that projects an enlarged image onto a screen	1
propeller	propeller	https://imgur.com/viOeS8I	0	1	7006	4.9	933	1059	0.85	12901		78	Noun				part of airplane	"propeller, propellor"	n04011827	propeller%1:06:00::	propeller#1	propeller.n.01	a mechanical device that rotates to push against air or water	1
prune	prune	https://imgur.com/KCVyFFS	0	1	11856.5	4.7	230	434	0.9	19424	141	75	Noun	fruit	fruit	"food, fruit"	"fruit, dried fruit"	prune	n07752602	prune%1:13:00::	prune#1	prune.n.01	dried plum	1
puck	puck	https://imgur.com/y76r6oP	0	0.93	12171.5	4.5	1406	699	0.87	15739	60	147	Noun	sports equipment		sports equipment	"hockey equipment, sports equipment"	"puck, hockey_puck"	n04019541	puck%1:06:00::	puck#1	puck.n.01	a vulcanized rubber disk 3 inches in diameter that is used instead of a ball in ice hockey	1
pudding	pudding	https://imgur.com/kIDiuNo	0	1	5319	4.9	2486	2023	0.91	8675	885	314	Noun	dessert	"food, dessert"	"food, dessert"	dessert	pudding	n07612632	pudding%1:13:00::	pudding#3	pudding.n.03	any of various soft sweet desserts thickened usually with flour and baked or boiled or steamed	1
puddle	puddle	https://imgur.com/kDzL4Qa	0	1	7960.5	4.67	1547	1880	0.88	9197	170	99	Noun				collection of water	"pool, puddle"	n09397607	puddle%1:17:00::	puddle#2	puddle.n.02	a small body of standing water (rainwater) or other liquid	1
puffin	puffin	https://imgur.com/RqIc1WX	0	0.92	18666.5	4.38	256	106	0.82	34070	70	8	Noun	bird	"animal, bird"	"animal, bird"	bird	puffin	n02047614	puffin%1:05:00::	puffin#1	puffin.n.01	any of two genera of northern seabirds having short necks and brightly colored compressed bills	1
pug	pug	https://imgur.com/7Xk9sv6	0	1	13285.5	4.62	412	361	0.82	21829	41	52	Noun		animal	animal	dog	"pug, pug-dog"	n02110958	pug%1:05:00::	pug#1	pug.n.01	small compact smooth-coated breed of Asiatic origin having a tightly curled tail and broad flat wrinkled muzzle	1
pulley	pulley	https://imgur.com/7lIAQ07	0	1	10285.5	4.74	512	633	0.88	16466	90	22	Noun	tool			"mechanical device, tool"	"pulley, pulley-block, pulley_block, block"	n04020298	pulley%1:06:00::	pulley#1	pulley.n.01	a simple machine consisting of a wheel with a groove in which a rope can run to change the direction or point of application of a force applied to the rope	1
pulpit	pulpit	https://imgur.com/JEjKwIj	0	0.97	12627	4.14	1724	1462	0.96	10133	275	31	Noun				church furniture	"dais, podium, pulpit, rostrum, ambo, stump, soapbox"	n03159640	pulpit%1:06:00::	pulpit#1	pulpit.n.01	a platform raised above the surrounding level to give prominence to the person on it	1
pump	pump	https://imgur.com/QTqQk7C	0	1	8135	4.31	6669	8617	0.93	3467	1268	645	Noun				water supply tool	pump	n04021798	pump%1:06:00::	pump#1	pump.n.01	a mechanical device that moves fluid or gas by pressure or suction	1
pumpkin	pumpkin	https://imgur.com/DtR5AAI	0	1	4140.5	4.9	4169	3574	0.9	6231	127	553	Noun	vegetable	vegetable	"food, vegetable"	"squash, vegetable"	pumpkin	n07735510	pumpkin%1:13:00::	pumpkin#2	pumpkin.n.02	usually large pulpy deep-yellow round fruit of the squash family maturing in late summer or early autumn	1
punch	punch1	https://imgur.com/MoshQuc	0	1	8465	4.39	5401	4716	0.94	5143	1495	1514	Noun	drink	"food, beverage"	drink	drink	punch	n07930554	punch%1:13:00::	punch#2	punch.n.02	an iced mixed drink usually containing alcohol and prepared for multiple servings; normally served in a punch bowl	2
punch	punch2	https://imgur.com/D13SYjS	0	1	8465	4.39	5401	4716	0.94	5143	1495	1514	Noun	office supply	tool	"office supply, tool"	office supply	"punch, puncher"	n04023249	punch%1:06:00::	punch#3	punch.n.03	a tool for making holes or indentations	2
punching bag	punching_bag	https://imgur.com/JuOw4VG	1	1	12315.5	4.88	213					0	#N/A	sports equipment		sports equipment	"boxing equipment, sports equipment"	"punching_bag, punch_bag, punching_ball, punchball"	n04023962	punching_bag%1:06:00::	punching_bag#2	punching_bag.n.02	an inflated ball or bag that is suspended and punched for training in boxing	1
puppet	puppet	https://imgur.com/qwTBkdf	0	1	7425	4.64	2173	2669	0.91	7368	307	279	Noun	toy	toy	toy	toy	puppet	n04025130	puppet%1:06:00::	puppet#3	puppet.n.03	a doll with a hollow head of a person or animal and a cloth body; intended to fit over the hand and be manipulated with the fingers	1
puppy	puppy	https://imgur.com/eWe2l85	0	1	5834.5	4.78	2929	2978	0.91	6900	481	584	Noun	animal	animal	animal	"animal, dog, baby animal"	puppy	n01322604	puppy%1:05:00::	puppy#1	puppy.n.01	a young dog	1
purse	purse	https://imgur.com/14k64FZ	0	1	3215	4.9	7470	6161	0.9	4397	731	1008	Noun	clothing accessory	container	"container, clothing accessory"	"fashion accessory, clothing accessory"	purse	n04026417	purse%1:06:02::	purse#3	purse.n.03	a small bag for carrying money	1
quad	quad	https://imgur.com/o1RlUVR	0	1	13437	4.07	1085	1283	0.89	11368	101	79	Noun	vehicle		vehicle	vehicle	"quad, quad_bike, atv"					"a motorcycle with four large tires, typically used for racing"	1
quesadilla	quesadilla	https://imgur.com/UJW3BWT	0	1	11873.5	4.92	117	215	0.83	26733		11	Noun	food	food	food	food	quesadilla	n07881205	quesadilla%1:13:00::	quesadilla#1	quesadilla.n.01	a tortilla that is filled with cheese and heated	1
quiche	quiche	https://imgur.com/ctQnAYq	0	0.94	15144.5	4.53	325	257	0.88	24396	70	43	Noun	food		food	food	quiche	n07619594	quiche%1:13:00::	quiche#1	quiche.n.01	a tart filled with rich unsweetened custard; often contains other ingredients (as cheese or ham or seafood or vegetables)	1
quill	quill	https://imgur.com/PoagRYY	0	0.97	8841	5	472	434	0.86	19828	71	139	Name			tool	writing tool	"quill, quill_pen"	n04033901	quill%1:06:00::	quill#1	quill.n.01	pen made from a bird's feather	1
quilt	quilt	https://imgur.com/TzlADQV	0	1	3134.5	5	3060	3781	0.86	6206	194	39	Noun				"bedding, blanket"	"quilt, comforter, comfort, puff"	n04033995	quilt%1:06:00::	quilt#1	quilt.n.01	bedding made of two layers of cloth filled with stuffing and stitched together	1
rabbit	rabbit	https://imgur.com/zsJBdsZ	0	1	2931	4.93	5218	6095	0.91	4412	1442	1068	Noun	animal	animal	"animal, food"	"animal, mammal"	"rabbit, coney, cony"	n02324045	rabbit%1:05:00::	rabbit#1	rabbit.n.01	any of various burrowing animals of the family Leporidae having long ears and short tails; some domesticated and raised for pets or food	1
raccoon	raccoon	https://imgur.com/8hadjYO	0	1	9516.5	4.67	900	1045	0.9	12661	10	73	Noun	animal	animal	animal	animal	"raccoon, racoon"	n02508021	raccoon%1:05:00::	raccoon#2	raccoon.n.02	an omnivorous nocturnal mammal native to North America and Central America	1
racehorse	racehorse	https://imgur.com/KMqStjo	0	1	12283	4.83	231	256	0.9	24193	87	59	Noun	animal	animal		animal	"racehorse, race_horse, bangtail"	n02382948	racehorse%1:05:00::	racehorse#1	racehorse.n.01	a horse bred for racing	1
rack	rack1	https://imgur.com/tgScpYM	0	1	7194.5	4.48	6645	6677	0.91	4184	747	397	Noun	furniture		furniture	"storage equipment, furniture, storage"	rack	n04038727	rack%1:06:01::	rack#1	rack.n.01	framework for holding objects	2
rack	rack2	https://imgur.com/KQT2Lt6	0	1	7194.5	4.48	6645	6677	0.91	4184	747	397	Noun	furniture		furniture	furniture	"rack, stand"	n04038440	rack%1:06:00::	rack#5	rack.n.05	a support for displaying various articles	2
racket	racket	https://imgur.com/aaM2gTy	0	1	11772.5	4.26	1685	1506	0.93	10140	391	379	Noun	sports equipment		sports equipment	sports equipment	"racket, racquet"	n04039381	racket%1:06:00::	racket#4	racket.n.04	a sports implement (usually consisting of a handle and an oval frame with a tightly interlaced network of strings) used to strike a ball (or shuttlecock) in various games	1
radar	radar	https://imgur.com/izAZjDD	0	1	6866.5	4.57	6737	5221	0.93	4825	677	1811	Noun				navigation tool	"radar, microwave_radar, radio_detection_and_ranging, radiolocation"	n04039848	radar%1:06:00::	radar#1	radar.n.01	measuring instrument in which the echo of a pulse of microwave radiation is used to detect and locate distant objects	1
radiator	radiator	https://imgur.com/p4eJj4n	0	0.96	8877.5	4.78	891	885	0.9	13785		103	Noun				"heating device, home appliance"	radiator	n04041069	radiator%1:06:02::	radiator#2	radiator.n.02	heater consisting of a series of pipes for circulating steam or hot water to heat rooms or buildings	1
radio	radio	https://imgur.com/4MJjdlB	0	1	3154	4.74	50616	43156	0.96	905		3936	Noun	electronic device		electronic device	"audio equipment, electronic device"	"radio_receiver, receiving_set, radio_set, radio, tuner, wireless"	n04043733	radio%1:06:01::	radio#2	radio.n.02	an electronic receiver that detects and demodulates and amplifies transmitted signals	1
radish	radish	https://imgur.com/Eh6c1Al	0	1	8465.5	4.87	475	724	0.87	15486	176	31	Noun	vegetable	vegetable	"food, vegetable"	"vegetable, root vegetable"	radish	n07735687	radish%1:13:00::	radish#1	radish.n.01	pungent fleshy edible root	1
raft	raft	https://imgur.com/Bf89KVX	0	1	3887.5	5	2745	2554	0.92	7497	310	240	Noun			vehicle	"flotation device, boat"	raft	n04045397	raft%1:06:00::	raft#1	raft.n.01	a flat float (usually made of logs or planks) that can be used for transport or as a platform for swimmers	1
rag	rag	https://imgur.com/NAc7lbt	0	1	6845.5	4.67	2352	3129	0.89	6758	502	244	Noun				"cleaning supply, cloth"	"rag, shred, tag, tag_end, tatter"	n04045941	rag%1:06:00::	rag#1	rag.n.01	a small piece of cloth or paper	1
railing	railing	https://imgur.com/FvEXlSc	0	1	6052	4.79	2722	2528	0.88	7787	99	75	Noun				safety device	"railing, rail"	n04047401	rail%1:06:02::	rail#1	rail.n.01	a barrier consisting of a horizontal bar and supports	1
rain gauge	rain_gauge	https://imgur.com/8cmN5jM	1	0.96	18657	4.62	31					0	#N/A				"measurement device, weather instrument"	"rain_gauge, rain_gage, pluviometer, udometer"	n04049585	rain_gauge%1:06:00::	rain_gauge#1	rain_gauge.n.01	gauge consisting of an instrument to measure the quantity of precipitation	1
